Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Salary_t,Salary_n
Bradley Beal,SG,24,WAS,82,2977,18.4,0.564,0.357,0.249,2.3,11.5,6.9,21.0,1.6,1.1,11.5,27.6,4.4,2.5,6.9,0.111,2.9,-0.7,2.2,3.1,23775506,25021959
Malik Beasley,SG,21,DEN,62,583,9.0,0.509,0.461,0.185,2.7,11.0,6.9,7.4,1.3,1.0,11.1,16.2,0.1,0.3,0.3,0.028,-2.4,-1.4,-3.8,-0.3,1700640,1789797
Michael Beasley,PF,29,NYK,74,1653,17.8,0.556,0.107,0.197,6.5,21.2,13.9,12.5,1.1,2.3,14.0,26.9,0.9,1.5,2.4,0.069,0.6,-0.8,-0.2,0.7,2116955,2227938
Jordan Bell,C,23,GSW,57,809,18.0,0.641,0.022,0.238,8.9,19.0,14.3,16.9,2.1,5.5,20.0,13.9,1.6,1.4,2.9,0.174,0.0,2.8,2.8,1.0,815615,858374
Dragan Bender,PF,20,PHO,82,2069,7.1,0.524,0.665,0.105,2.0,16.8,9.3,8.9,0.5,2.1,18.1,12.7,-0.7,0.8,0.1,0.001,-2.9,-0.8,-3.7,-0.9,4468800,4703081
Davis Bertans,PF,25,SAS,77,1086,14.1,0.588,0.689,0.134,1.8,13.9,7.8,10.3,1.2,2.1,8.5,17.4,1.6,1.4,3.1,0.135,1.0,0.6,1.6,1.0,1312611,1381425
Patrick Beverley,SG,29,LAC,11,334,12.4,0.53,0.504,0.143,5.3,9.4,7.4,13.8,2.8,1.3,16.5,19.6,0.1,0.3,0.4,0.056,-0.3,0.8,0.5,0.2,5513514,5802565
Khem Birch,C,25,ORL,42,578,16.4,0.582,0.0,0.484,13.2,21.1,17.1,8.5,1.3,2.9,12.1,13.2,1.2,0.6,1.8,0.15,-0.7,-0.2,-0.9,0.2,815615,858374
Bismack Biyombo,C,25,ORL,82,1495,14.1,0.556,0.003,0.446,10.5,24.0,17.2,6.5,0.7,5.1,16.6,14.9,1.1,1.8,2.9,0.094,-2.6,0.2,-2.4,-0.2,17000000,17891241
Nemanja Bjelica,PF,29,MIN,67,1371,12.6,0.581,0.493,0.121,4.4,18.8,11.5,8.7,1.8,1.0,11.7,14.3,1.7,1.1,2.8,0.097,-0.1,0.2,0.1,0.7,3950000,4157082
Tarik Black,C,26,HOU,51,536,14.3,0.582,0.087,0.496,13.4,20.9,17.1,3.7,1.9,4.8,18.4,15.6,0.5,1.0,1.5,0.136,-3.7,1.2,-2.6,-0.1,3290000,3462481
Antonio Blakeney,SG,21,CHI,19,314,10.1,0.471,0.364,0.273,1.3,10.3,5.6,10.1,1.1,0.3,6.4,23.7,-0.2,0.1,0.0,-0.006,-2.8,-2.4,-5.2,-0.3,77250,81299
Bogdan Bogdanovic,SG,25,SAC,78,2175,13.5,0.556,0.426,0.154,1.6,10.5,5.8,18.3,1.7,0.7,13.2,19.6,1.8,1.1,2.9,0.064,-0.6,-0.9,-1.5,0.3,9470614,9967119
Bojan Bogdanovic,SF,28,IND,80,2464,13.9,0.605,0.453,0.241,1.4,10.9,6.2,7.1,1.1,0.3,10.1,19.0,3.8,1.6,5.4,0.105,0.5,-1.2,-0.7,0.8,10500000,11050472
Andrew Bogut,C,33,LAL,24,216,10.9,0.696,0.0,0.08,12.9,25.4,19.2,9.1,0.9,4.9,42.3,8.8,0.1,0.3,0.4,0.094,-4.7,1.9,-2.8,-0.1,1078810,1135367
Devin Booker,SG,21,PHO,54,1865,18.1,0.561,0.364,0.312,1.5,12.7,7.0,24.4,1.2,0.6,13.9,31.7,1.9,0.6,2.4,0.063,2.9,-2.0,0.9,1.4,2319360,2440954
Malcolm Brogdon,PG,25,MIL,48,1436,14.3,0.578,0.32,0.169,1.9,10.8,6.4,16.3,1.4,0.8,10.9,19.1,2.0,0.7,2.7,0.091,-0.1,-1.0,-1.2,0.3,1312611,1381425
Dillon Brooks,SF,22,MEM,82,2350,9.8,0.531,0.342,0.215,2.4,10.5,6.3,9.3,1.6,0.7,12.8,18.5,0.1,1.1,1.2,0.024,-2.9,-1.1,-4.0,-1.2,815615,858374
Jaylen Brown,SG,21,BOS,70,2152,13.6,0.562,0.381,0.29,3.4,14.0,8.8,8.5,1.6,1.0,12.0,21.4,1.2,3.2,4.5,0.1,-0.8,0.3,-0.5,0.8,4956480,5216328
Sterling Brown,SG,22,MIL,54,776,9.1,0.503,0.444,0.117,4.1,17.5,10.8,4.5,2.0,1.4,10.4,14.0,0.0,0.7,0.7,0.043,-2.8,-0.2,-3.1,-0.2,815615,858374
Reggie Bullock,SF,26,DET,62,1732,13.6,0.615,0.515,0.09,1.7,8.3,4.9,8.4,1.4,0.7,7.6,15.7,2.8,1.4,4.2,0.117,0.7,0.0,0.7,1.2,2500000,2631064
Trey Burke,PG,25,NYK,36,785,21.0,0.563,0.273,0.148,1.8,8.2,5.0,36.4,1.5,0.4,9.5,25.1,2.0,0.3,2.4,0.145,3.9,-1.4,2.5,0.9,784160,825270
Alec Burks,SG,26,UTA,64,1059,13.1,0.527,0.343,0.3,2.1,18.4,10.3,10.0,1.8,0.6,11.4,22.5,0.2,1.6,1.9,0.084,-1.3,0.4,-0.9,0.3,10845506,11414092
Jimmy Butler,SG,28,MIN,59,2164,23.7,0.59,0.217,0.461,4.2,12.7,8.4,20.6,2.7,1.0,8.9,24.9,7.1,1.8,8.9,0.198,5.0,0.7,5.8,4.2,18696918,19677121
Dwight Buycks,PG,28,DET,29,427,12.8,0.498,0.227,0.207,3.0,7.7,5.3,22.4,2.2,0.4,15.3,26.4,-0.2,0.4,0.2,0.027,-2.3,-0.7,-3.1,-0.1,748160,787383
Jose Calderon,PG,36,CLE,57,914,11.3,0.643,0.524,0.162,1.7,8.5,5.2,17.4,1.4,0.2,17.1,11.6,1.5,0.3,1.8,0.095,-1.4,-0.5,-1.9,0.0,2328652,2450733
Kentavious Caldwell-Pope,SG,24,LAL,74,2458,13.2,0.561,0.52,0.243,2.6,14.1,8.4,9.4,2.1,0.5,9.9,16.9,2.6,2.7,5.3,0.103,-0.4,0.6,0.3,1.4,17745894,18676239
Clint Capela,C,23,HOU,74,2034,24.5,0.65,0.001,0.38,13.5,30.8,22.2,5.7,1.4,5.7,11.5,19.4,6.2,4.1,10.2,0.242,2.4,1.0,3.4,2.8,2334528,2456917
DeMarre Carroll,PF,31,BRK,73,2180,14.3,0.55,0.498,0.313,5.1,18.4,11.7,10.5,1.3,1.0,10.3,19.8,2.3,1.8,4.1,0.091,0.5,-0.4,0.2,1.2,14800000,15575904
Vince Carter,SF,41,SAC,58,1026,10.8,0.523,0.583,0.131,1.9,15.1,8.2,9.7,2.1,2.4,10.7,14.7,0.3,0.9,1.2,0.056,-1.9,0.7,-1.2,0.2,8000000,8419407
Michael Carter-Williams,PG,26,CHO,52,835,10.8,0.446,0.258,0.389,4.7,13.3,8.9,19.4,2.6,2.3,16.2,16.6,-0.2,1.1,0.9,0.05,-3.3,1.8,-1.5,0.1,2700000,2841550
Alex Caruso,PG,23,LAL,37,562,8.7,0.519,0.371,0.259,2.9,9.4,6.2,17.8,2.0,1.4,24.5,12.9,-0.1,0.6,0.5,0.041,-3.8,0.9,-2.9,-0.1,77250,81299
Omri Casspi,SF,29,GSW,53,740,15.5,0.632,0.106,0.333,4.9,24.0,15.1,9.5,1.2,2.0,13.5,16.3,1.2,1.0,2.2,0.141,-0.9,0.0,-0.9,0.2,2106470,2216903
Willie Cauley-Stein,C,24,SAC,73,2044,17.6,0.529,0.016,0.32,7.0,22.0,14.2,13.7,1.9,3.1,11.0,21.8,1.7,2.2,3.9,0.092,-0.4,0.3,-0.1,1.0,3704160,3898354
Tyler Cavanaugh,PF,23,ATL,39,518,13.0,0.567,0.586,0.138,9.7,17.7,13.7,7.8,0.8,0.7,8.0,14.8,0.9,0.3,1.2,0.109,-0.4,-1.5,-1.9,0.0,77250,81299
Mario Chalmers,PG,31,MEM,66,1421,10.4,0.503,0.431,0.312,1.0,12.0,6.4,21.5,2.8,0.9,18.8,19.6,-0.6,1.3,0.6,0.021,-3.7,0.5,-3.2,-0.4,2106407,2216837
Tyson Chandler,C,35,PHO,46,1151,14.2,0.658,0.0,0.497,12.2,26.8,19.4,6.6,0.7,1.9,20.6,10.6,1.9,0.8,2.7,0.111,-0.8,-0.6,-1.4,0.2,13000000,13681537
Wilson Chandler,SF,30,DEN,74,2346,10.9,0.542,0.39,0.181,4.9,14.1,9.6,9.4,0.9,1.4,11.9,14.3,2.1,1.2,3.3,0.067,-1.0,-1.1,-2.1,-0.1,12016854,12646849
Marquese Chriss,PF,20,PHO,72,1527,11.1,0.509,0.398,0.331,5.2,22.7,13.8,8.1,1.6,3.7,16.4,18.1,-0.8,1.5,0.7,0.023,-3.2,0.4,-2.8,-0.3,3073800,3234946
Ian Clark,SG,26,NOP,74,1455,9.4,0.529,0.394,0.119,0.8,8.4,4.7,10.4,1.1,0.5,9.9,17.2,0.3,0.8,1.1,0.037,-2.7,-0.8,-3.5,-0.6,1577230,1659917
John Collins,PF,20,ATL,74,1785,18.3,0.62,0.086,0.341,11.0,22.8,16.9,8.9,1.3,3.8,14.3,17.9,3.4,2.0,5.4,0.145,-0.4,0.2,-0.2,0.8,1936920,2038464
Zach Collins,C,20,POR,66,1045,7.5,0.475,0.391,0.145,4.7,18.2,11.5,7.1,0.8,2.4,15.9,15.4,-0.7,1.3,0.6,0.03,-4.5,0.2,-4.3,-0.6,3057240,3217518
Kyle Collinsworth,SF,26,DAL,32,480,10.0,0.433,0.172,0.404,7.2,18.0,12.4,16.4,1.8,1.7,17.1,13.3,-0.1,0.5,0.5,0.046,-3.6,0.9,-2.6,-0.1,595702,626932
Darren Collison,PG,30,IND,69,2018,18.8,0.61,0.321,0.226,2.1,7.8,5.0,26.4,2.3,0.7,10.9,17.4,5.8,1.8,7.6,0.181,2.4,0.3,2.7,2.4,10000000,10524259
Mike Conley,PG,30,MEM,12,373,15.4,0.52,0.458,0.393,0.0,8.6,4.2,22.2,1.6,0.8,8.4,25.9,0.4,0.2,0.6,0.077,1.3,-0.8,0.5,0.2,28530608,30026352
Pat Connaughton,SG,25,POR,82,1488,9.3,0.539,0.538,0.113,2.7,9.1,5.9,8.7,0.8,1.2,9.5,13.4,1.2,1.3,2.5,0.08,-1.7,-0.1,-1.8,0.1,1471382,1548520
Quinn Cook,PG,24,GSW,33,740,12.8,0.593,0.413,0.099,1.6,10.2,6.2,16.6,0.8,0.1,10.8,17.5,1.1,0.4,1.6,0.101,-0.1,-1.5,-1.6,0.1,189832,199783
DeMarcus Cousins,C,27,NOP,48,1737,22.6,0.583,0.34,0.456,6.8,30.9,19.2,23.0,2.2,3.5,18.9,31.9,1.5,3.2,4.7,0.13,2.5,2.2,4.7,2.9,18063850,19010864
Robert Covington,SF,27,PHI,80,2532,12.9,0.563,0.658,0.163,2.4,15.5,9.2,8.7,2.6,2.4,12.3,17.2,1.6,4.5,6.1,0.116,-0.2,1.7,1.5,2.3,16698103,17573517
Allen Crabbe,SG,25,BRK,75,2197,12.3,0.558,0.643,0.163,1.3,14.4,7.8,8.4,1.0,1.2,8.1,19.0,1.8,1.4,3.2,0.07,0.0,-0.7,-0.7,0.7,18500000,19469880
Torrey Craig,SF,27,DEN,39,629,9.8,0.535,0.423,0.255,7.2,15.5,11.4,5.4,0.9,2.0,11.6,11.9,0.5,0.4,0.9,0.069,-2.2,-0.7,-2.9,-0.1,77250,81299
Jamal Crawford,SG,37,MIN,80,1653,13.0,0.519,0.423,0.152,1.4,5.5,3.5,16.9,1.2,0.5,10.7,23.7,0.9,0.3,1.3,0.037,0.1,-2.5,-2.3,-0.1,15270762,16071345
Stephen Curry,PG,29,GSW,51,1631,28.2,0.675,0.58,0.35,2.7,14.4,9.0,30.3,2.4,0.4,13.3,31.0,7.2,1.9,9.1,0.267,7.8,0.0,7.7,4.0,34682550,36500815
Troy Daniels,SG,26,PHO,79,1622,9.8,0.583,0.797,0.111,0.8,7.7,4.2,4.5,0.8,0.2,8.5,17.2,1.4,0.0,1.4,0.042,-0.5,-2.1,-2.6,-0.3,3408520,3587214
Anthony Davis,PF,24,NOP,75,2727,28.9,0.612,0.111,0.409,7.7,24.8,16.5,10.8,2.0,5.6,8.6,30.0,8.8,4.9,13.7,0.241,5.3,1.4,6.7,5.9,23775506,25021959
Deyonta Davis,C,21,MEM,62,943,16.6,0.621,0.0,0.215,9.0,22.0,15.3,7.1,0.8,3.9,9.9,15.3,1.9,0.8,2.7,0.138,-0.9,-0.6,-1.5,0.1,1312611,1381425
Ed Davis,C,28,POR,78,1471,15.5,0.607,0.003,0.38,13.7,28.8,21.3,3.9,1.1,2.9,16.2,12.1,2.5,2.5,5.0,0.164,-1.2,0.6,-0.6,0.5,6352531,6685568
Dewayne Dedmon,C,28,ATL,62,1542,15.8,0.599,0.296,0.18,7.2,28.1,17.7,9.2,1.3,2.8,14.3,17.0,1.8,1.9,3.7,0.114,-0.4,0.5,0.1,0.8,6900000,7261739
Sam Dekker,PF,23,LAC,73,883,11.5,0.534,0.232,0.216,5.6,16.0,10.8,6.2,1.3,0.9,10.4,15.5,0.6,0.6,1.2,0.066,-2.3,-0.6,-2.9,-0.2,1794600,1888683
Malcolm Delaney,PG,28,ATL,54,1014,10.6,0.519,0.435,0.323,1.0,10.0,5.5,23.4,1.7,0.5,16.9,16.9,0.4,0.6,1.0,0.047,-2.2,-0.4,-2.6,-0.1,2500000,2631064
Matthew Dellavedova,PG,27,MIL,38,712,8.6,0.5,0.513,0.178,2.3,8.2,5.3,27.4,1.0,0.0,23.0,13.5,0.3,0.2,0.5,0.032,-2.4,-2.0,-4.4,-0.4,9607500,10111182
DeMar DeRozan,SG,28,TOR,80,2711,21.0,0.555,0.203,0.396,2.5,10.4,6.5,25.0,1.5,0.6,9.5,29.6,6.8,2.8,9.6,0.17,3.3,-0.6,2.8,3.2,27739975,29194269
Cheick Diallo,PF,21,NOP,52,581,17.0,0.619,0.0,0.375,9.1,29.6,19.7,4.7,0.9,2.9,12.0,17.4,1.1,0.8,1.9,0.157,-1.3,0.1,-1.2,0.1,1312611,1381425
Gorgui Dieng,C,28,MIN,79,1333,14.7,0.543,0.157,0.263,9.1,22.2,15.6,7.5,1.7,2.6,12.0,16.3,1.6,1.4,2.9,0.105,-0.9,-0.1,-1.0,0.3,14112360,14852213
Spencer Dinwiddie,PG,24,BRK,80,2306,15.9,0.527,0.517,0.32,1.8,10.2,6.0,35.0,1.4,0.7,11.8,20.3,4.3,1.4,5.7,0.118,1.3,-0.7,0.6,1.5,1524305,1604218
Tyler Dorsey,SG,21,ATL,56,974,10.0,0.494,0.521,0.165,1.9,12.9,7.4,12.5,0.9,0.4,8.3,20.0,0.0,0.4,0.4,0.02,-1.4,-1.5,-2.9,-0.2,815615,858374
Damyean Dotson,SG,23,NYK,44,474,11.6,0.532,0.422,0.143,2.1,17.5,9.8,9.5,1.3,0.4,9.0,17.3,0.3,0.3,0.6,0.06,-1.6,-0.6,-2.3,0.0,1100000,1157668
Goran Dragic,PG,31,MIA,75,2378,16.6,0.543,0.279,0.252,2.5,11.9,7.2,25.4,1.3,0.4,12.2,25.7,2.9,2.3,5.3,0.106,0.9,-0.6,0.3,1.4,17000450,17891714
Andre Drummond,C,24,DET,78,2625,22.9,0.555,0.012,0.448,16.4,36.4,26.2,14.3,2.2,4.3,15.9,21.2,4.6,5.7,10.3,0.189,1.5,1.7,3.2,3.4,23775506,25021959
Jared Dudley,PF,32,PHO,48,686,8.8,0.553,0.656,0.287,1.2,13.6,7.3,15.6,1.7,1.3,16.9,10.2,0.5,0.4,0.8,0.058,-3.0,0.5,-2.5,-0.1,10000000,10524259
Kris Dunn,PG,23,CHI,52,1525,14.5,0.488,0.201,0.171,1.6,14.4,7.8,33.3,3.3,1.6,17.3,24.7,-1.0,1.9,0.9,0.027,-2.4,1.1,-1.3,0.3,4046760,4258915
Kevin Durant,SF,29,GSW,68,2325,26.0,0.64,0.338,0.331,1.6,19.5,11.2,25.5,1.0,4.0,12.9,30.4,7.5,2.9,10.4,0.215,6.7,0.6,7.3,5.5,25000000,26310648
Henry Ellenson,PF,21,DET,38,329,10.5,0.476,0.411,0.199,3.3,24.3,13.6,9.4,0.8,0.0,10.2,23.8,-0.2,0.4,0.1,0.02,-2.6,-1.9,-4.4,-0.2,1780800,1874160
Wayne Ellington,SG,30,MIA,77,2041,12.5,0.588,0.827,0.111,1.3,10.7,6.0,5.9,1.3,0.3,6.6,17.3,2.6,1.9,4.5,0.105,1.0,-0.6,0.4,1.2,6270000,6598710
Joel Embiid,C,23,PHI,63,1912,22.9,0.573,0.203,0.442,8.4,29.7,19.4,18.0,1.0,4.8,15.6,33.4,2.3,3.8,6.2,0.155,2.0,1.3,3.3,2.6,6100266,6420078
Tyler Ennis,PG,23,LAL,54,683,11.1,0.473,0.25,0.129,3.0,11.8,7.4,21.9,2.1,1.2,13.8,17.1,0.1,0.7,0.8,0.058,-3.0,0.9,-2.1,0.0,1524305,1604218
Jawun Evans,PG,21,LAC,48,778,7.2,0.421,0.213,0.194,1.3,10.4,5.9,17.8,2.3,0.6,13.8,17.7,-0.8,0.6,-0.2,-0.011,-5.4,0.4,-5.0,-0.6,815615,858374
Tyreke Evans,PG,28,MEM,52,1607,21.1,0.561,0.354,0.258,3.1,16.3,9.5,31.2,1.8,1.0,11.5,28.4,3.1,1.2,4.2,0.126,4.9,-0.5,4.5,2.6,3290000,3462481
Dante Exum,PG,22,UTA,14,235,16.7,0.566,0.207,0.356,2.0,10.5,6.3,29.7,1.7,1.1,16.6,23.1,0.3,0.3,0.7,0.133,-0.3,0.4,0.1,0.1,4992385,5254115
Kenneth Faried,PF,28,DEN,32,461,17.4,0.552,0.007,0.345,16.7,20.7,18.7,5.8,1.3,2.4,11.9,18.3,0.9,0.4,1.3,0.132,-0.3,-1.7,-2.1,0.0,12921348,13598762
Derrick Favors,C,26,UTA,77,2153,18.8,0.593,0.09,0.306,10.6,18.5,14.6,7.8,1.3,3.2,9.9,18.5,4.5,3.5,8.0,0.179,0.9,0.7,1.5,1.9,12000000,12629111
Cristiano Felicio,C,25,CHI,55,977,12.5,0.614,0.009,0.377,8.8,17.1,12.8,8.4,0.8,1.0,17.7,13.6,1.2,0.5,1.7,0.086,-2.8,-1.1,-3.9,-0.5,7843500,8254702
Raymond Felton,PG,33,OKC,82,1365,13.0,0.494,0.417,0.08,2.0,11.0,6.3,22.5,1.8,1.1,11.7,20.4,0.9,1.3,2.2,0.078,-0.3,-0.3,-0.6,0.5,2328652,2450733
Terrance Ferguson,SG,19,OKC,61,763,7.4,0.545,0.71,0.059,2.7,4.2,3.4,3.4,1.6,1.2,6.0,10.4,0.7,0.5,1.2,0.077,-3.2,-0.1,-3.3,-0.3,1785000,1878580
Yogi Ferrell,SG,24,DAL,82,2282,11.4,0.54,0.492,0.141,1.2,11.2,6.1,13.5,1.4,0.4,9.1,17.0,1.5,1.5,3.0,0.064,-1.3,0.0,-1.4,0.4,1312611,1381425
Dorian Finney-Smith,PF,24,DAL,21,448,7.6,0.482,0.554,0.124,5.3,13.6,9.3,8.4,1.1,0.8,14.1,15.1,-0.2,0.3,0.1,0.015,-3.8,-0.8,-4.6,-0.3,1312611,1381425
Bryn Forbes,SG,24,SAS,80,1517,9.1,0.525,0.459,0.145,0.9,7.2,4.0,7.8,0.9,0.1,6.5,16.7,0.8,1.3,2.1,0.067,-2.5,-0.6,-3.1,-0.4,1312611,1381425
Evan Fournier,SF,25,ORL,57,1837,15.5,0.577,0.418,0.216,1.4,9.5,5.4,14.8,1.3,0.7,9.8,23.3,2.4,0.9,3.3,0.087,0.8,-1.4,-0.6,0.7,17000000,17891241
De'Aaron Fox,PG,20,SAC,73,2026,11.2,0.478,0.192,0.245,1.8,10.0,5.7,24.6,1.7,0.9,16.4,23.4,-1.7,1.1,-0.6,-0.014,-2.7,-1.5,-4.2,-1.1,4609200,4850841
Tim Frazier,PG,27,WAS,59,838,11.3,0.475,0.326,0.174,2.4,13.1,7.8,31.1,2.8,0.7,23.5,12.8,0.4,1.0,1.4,0.08,-2.8,1.8,-0.9,0.2,2000000,2104851
Markelle Fultz,SG,19,PHI,14,253,12.4,0.416,0.009,0.189,4.9,13.1,9.2,31.3,2.3,1.3,12.4,23.1,-0.2,0.4,0.2,0.043,-3.3,0.7,-2.6,0.0,7026240,7394597
Danilo Gallinari,SF,29,LAC,21,671,13.8,0.545,0.434,0.34,1.5,14.9,8.3,8.9,0.9,1.2,8.1,20.6,0.8,0.4,1.2,0.088,0.4,-0.9,-0.5,0.3,20559599,21637455
Langston Galloway,SG,26,DET,58,863,12.2,0.503,0.641,0.121,1.6,10.3,5.9,10.1,2.0,0.5,4.8,19.3,0.5,0.9,1.4,0.08,-0.2,0.2,0.1,0.5,6666667,7016173
Marc Gasol,C,33,MEM,73,2408,17.4,0.532,0.31,0.326,3.7,25.3,14.2,21.7,1.1,3.9,14.1,25.6,1.5,2.6,4.0,0.08,1.7,0.6,2.3,2.7,22642350,23829396
Pau Gasol,C,37,SAS,77,1812,18.9,0.539,0.191,0.333,7.8,30.2,19.0,20.1,0.7,3.6,13.1,20.4,2.7,3.3,6.0,0.159,1.5,1.9,3.4,2.5,16000000,16838815
